Ch1,Ch2,Ch3,Ch4
16.243453636632417,-6.117564136500754,-5.2817175226345565,-10.729686221561705
8.656121645293902,-23.013341616755707,17.45016299421192,-7.610023656903911
3.194481664322955,-2.4896130510221317,14.625170074201712,-20.59731639122457
-3.218035985362787,-3.8344074919118682,11.343830478126662,-10.992776618368021
-1.7161006707385493,-8.77040277444791,0.43031887192173657,5.83633354192403
-10.99596501873895,11.457463851786404,9.02613395931822,5.035170142408946
9.020831592947506,-6.825006491439943,-1.2166301548830938,-9.345422242287299
-2.664563351097243,5.3178721125447765,-6.9022900720901745,-3.953217823396858
-6.855364213569411,-8.435693627360612,-6.696098520741607,-0.11028320156243049
-11.154695359000653,2.3625651055230454,16.61642989845083,7.43884973312548
-1.8979020596188747,-8.855836176851088,-7.451129473511102,16.94499947427474
0.5305763449800605,-6.347457668473763,1.931653643894431,21.025050162008196
1.2261336514936412,6.196575223751542,3.0262473262356244,-3.497954338257837
-11.398592528193653,-3.4668377721010266,-2.0623528817200327,5.892821363849725
8.418468911673756,9.339655585964278,2.8845080254712934,8.880046415635986
-7.513299320928569,12.559361641370838,5.159978293218048,-2.9502482619891968
4.917906865388221,-0.7229917301973066,11.34901927452752,15.230893564235238
21.890524770843932,-13.930192649369058,-14.406367348783576,-5.009887923952194
1.6371866996712097,8.798505216355155,3.1931654776089577,-20.185196153047126
-3.0231788275709657,8.318607724785215,2.3398086523565866,7.658973101832999
-2.182374840373988,-1.9666741035703699,1.9065204956124475,4.141423057812167
2.0259490671689027,1.2330383239757934,-6.663670996989101,3.8185897291103994
1.26320984879967,11.339836218004496,12.03417593790037,1.896561313724739
-3.7058070965615046,-6.340261670202586,4.281985944980766,0.8204430878252317
-3.3894490937887922,0.4850562302644333,-6.150920777559329,7.0294080026441526
-4.420152736569953,12.296209959345017,4.086049329198029,5.986918143660699
-10.895940305308832,1.7470024826882657,7.458742663064332,-9.48382786597776
-2.606961676021838,0.38136885094796785,-13.675949818453175,3.2068173044373
8.51887508253651,-8.537890801633688,3.5627283933272493,-13.065565505688141
-0.32764127288579115,-16.09840972725823,11.27349090213136,4.148319199142997
-0.18481053582001106,-7.690257168753823,12.798918324525538,19.732376515485118
-18.51641442863443,12.425044520361295,16.339911747322155,3.4435211815778493
-11.927230925233424,8.698902573558653,-1.7437536226630672,-5.973756879814135
-12.233086787218046,5.572869529213726,7.995563228645048,-6.167812727346345
5.275303100223968,-11.373874166741167,8.088150048203707,0.5352127137317153
-1.7941128411812217,-0.9458738473991861,8.760446447950946,7.575701276542348
5.36828325784245,1.4506421142892194,0.8518412934424177,6.257432634300603
2.4006207302046856,6.901189207062159,-3.0254925967632933,-24.27270250265408
10.465966268450023,21.94751671959846,4.491364685541703,-0.9238320829791147
-1.2846820906714693,-1.110776529459238,0.25385943128890687,-11.140421939180023
-5.089134145828263,-9.888457843128613,2.569802047251722,-2.884601090334611
5.0359687445487324,-1.6631760926558814,9.947207382981547,2.219194518123546
21.99289785182931,-18.87770866677895,-6.383266320417104,9.100769478619087
25.371202673184325,-2.398402172034256,0.5246355369042353,-2.1751968200157075
13.404561759267935,-2.783088001368172,6.8906890321730625,-3.108025355594695
-12.633551905855159,3.2275128512391045,5.123883780958043,13.024294471927401
-1.010389619756732,-6.079539992707177,5.721691610606694,2.5014515667937536
2.902776397711147,-0.6350014109880215,11.699511326422453,3.7910527902419937
19.144757675877365,11.208737578072599,6.688668553469655,-16.17621281369502
6.123408344978908,4.303037578493214,8.209732270058177,10.544636489095208
-3.906521443081511,8.342316659311832,-5.5207938353831425,19.6510412248981
-13.215211274691715,-17.502580213507066,-16.402907267760234,-8.801250451149716
-11.08480369689782,19.667139325735878,-3.1586446920823823,-13.3204076050749
11.252224936919564,-5.7568442190942815,-12.260138596292329,8.86678444561464
6.344061797185458,-4.239126798147146,14.185840033817417,1.4014558285123853
16.28198086378074,5.13989369520678,15.700540281406331,1.2065118394620187
-12.082914269603048,24.608216190801254,-5.343211979638396,-1.8738489287016866
-6.887410543210963,-1.9173699836440006,2.54326891681953,2.1348762947416247
6.728822168295401,18.040201382064144,-1.0860264255766026,-12.212588062155795
-11.702517206330564,-6.536881123225493,-16.621294017423548,8.37096230315563
-4.859426831279463,-2.987140977997191,0.1037939766512809,-13.843495440923002
